"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 11월 02일","5,105.57","5,147.27","5,156.70","5,097.56","469.03M","-0.93%"
"2016년 11월 01일","5,153.58","5,199.77","5,201.13","5,112.32","430.72M","-0.69%"
"2016년 10월 31일","5,189.14","5,205.09","5,206.70","5,186.56","434.89M","-0.02%"
"2016년 10월 28일","5,190.10","5,203.70","5,232.35","5,178.76","426.51M","-0.50%"
"2016년 10월 27일","5,215.97","5,272.19","5,274.12","5,211.75","434.94M","-0.65%"
"2016년 10월 26일","5,250.27","5,256.40","5,280.85","5,237.05","374.48M","-0.63%"
"2016년 10월 25일","5,283.40","5,306.47","5,310.27","5,278.57","348.72M","-0.50%"
"2016년 10월 24일","5,309.83","5,290.31","5,311.50","5,289.23","349.69M","1.00%"
"2016년 10월 21일","5,257.40","5,238.65","5,259.12","5,225.76","396.38M","0.30%"
"2016년 10월 20일","5,241.83","5,238.20","5,252.10","5,216.05","383.97M","-0.09%"
"2016년 10월 19일","5,246.41","5,240.33","5,253.83","5,234.25","344.43M","0.05%"
"2016년 10월 18일","5,243.84","5,255.32","5,264.27","5,239.44","325.86M","0.85%"
"2016년 10월 17일","5,199.82","5,213.69","5,219.98","5,196.03","326.32M","-0.28%"
"2016년 10월 14일","5,214.16","5,241.26","5,258.88","5,213.37","361.33M","0.02%"
"2016년 10월 13일","5,213.33","5,200.30","5,228.26","5,169.76","385.74M","-0.49%"
"2016년 10월 12일","5,239.02","5,247.91","5,257.18","5,228.77","340.52M","-0.15%"
"2016년 10월 11일","5,246.79","5,321.82","5,321.82","5,227.43","416.77M","-1.54%"
"2016년 10월 10일","5,328.67","5,318.46","5,340.52","5,317.73","321.13M","0.69%"
"2016년 10월 07일","5,292.40","5,314.92","5,315.65","5,266.80","407.15M","-0.27%"
"2016년 10월 06일","5,306.85","5,306.59","5,315.73","5,281.47","402.08M","-0.17%"
"2016년 10월 05일","5,316.02","5,305.28","5,330.81","5,304.06","422.05M","0.50%"
"2016년 10월 04일","5,289.66","5,313.49","5,323.60","5,271.70","392.87M","-0.21%"
"2016년 10월 03일","5,300.87","5,300.29","5,308.60","5,281.95","370.99M","-0.21%"
"2016년 09월 30일","5,312.00","5,288.87","5,325.88","5,277.88","555.18M","0.81%"
"2016년 09월 29일","5,269.15","5,311.31","5,317.00","5,254.52","437.78M","-0.93%"
"2016년 09월 28일","5,318.55","5,312.73","5,320.62","5,284.84","398.16M","0.24%"
"2016년 09월 27일","5,305.71","5,254.18","5,306.81","5,251.32","392.69M","0.92%"
"2016년 09월 26일","5,257.49","5,275.73","5,282.27","5,254.96","376.06M","-0.91%"
"2016년 09월 23일","5,305.75","5,327.43","5,329.71","5,301.63","406.33M","-0.63%"
"2016년 09월 22일","5,339.52","5,323.26","5,342.88","5,320.93","415.83M","0.84%"
"2016년 09월 21일","5,295.18","5,263.65","5,299.40","5,233.94","446.65M","1.03%"
"2016년 09월 20일","5,241.35","5,256.19","5,265.18","5,235.42","379.36M","0.12%"
"2016년 09월 19일","5,235.03","5,263.55","5,281.07","5,222.91","400.16M","-0.18%"
"2016년 09월 16일","5,244.57","5,238.71","5,248.60","5,218.97","1.11B","-0.10%"
"2016년 09월 15일","5,249.69","5,178.10","5,254.78","5,176.25","437.68M","1.47%"
"2016년 09월 14일","5,173.77","5,160.21","5,201.34","5,159.55","421.65M","0.36%"
"2016년 09월 13일","5,155.26","5,181.14","5,195.02","5,131.27","456.69M","-1.09%"
"2016년 09월 12일","5,211.89","5,098.03","5,217.88","5,097.80","464.62M","1.68%"
"2016년 09월 09일","5,125.91","5,217.95","5,225.94","5,125.91","508.59M","-2.54%"
"2016년 09월 08일","5,259.48","5,269.96","5,271.01","5,248.41","412.37M","-0.46%"
"2016년 09월 07일","5,283.93","5,274.23","5,287.61","5,261.92","459.36M","0.15%"
"2016년 09월 06일","5,275.91","5,259.99","5,275.91","5,244.00","421.08M","0.50%"
"2016년 09월 02일","5,249.90","5,249.66","5,263.39","5,231.02","351.35M","0.43%"
"2016년 09월 01일","5,227.21","5,218.28","5,229.94","5,189.36","376.35M","0.27%"
"2016년 08월 31일","5,213.22","5,216.42","5,219.89","5,191.18","486.24M","-0.19%"
"2016년 08월 30일","5,222.99","5,229.88","5,241.62","5,205.61","374.16M","-0.18%"
"2016년 08월 29일","5,232.33","5,223.80","5,245.12","5,222.34","324.63M","0.26%"
"2016년 08월 26일","5,218.92","5,219.05","5,253.39","5,191.86","361.69M","0.13%"
"2016년 08월 25일","5,212.20","5,207.61","5,230.59","5,201.64","338.21M","-0.11%"
"2016년 08월 24일","5,217.69","5,254.42","5,262.99","5,205.64","380.49M","-0.81%"
"2016년 08월 23일","5,260.08","5,265.78","5,275.74","5,257.90","350.84M","0.30%"
"2016년 08월 22일","5,244.60","5,231.46","5,252.13","5,224.63","347.30M","0.12%"
"2016년 08월 19일","5,238.38","5,229.87","5,245.81","5,217.65","408.44M","-0.03%"
"2016년 08월 18일","5,240.15","5,226.45","5,243.17","5,221.84","377.74M","0.22%"
"2016년 08월 17일","5,228.66","5,228.44","5,230.09","5,197.23","361.66M","0.03%"
"2016년 08월 16일","5,227.11","5,247.96","5,248.26","5,226.78","385.30M","-0.66%"
"2016년 08월 15일","5,262.02","5,242.18","5,271.36","5,241.14","350.65M","0.56%"
"2016년 08월 12일","5,232.90","5,219.66","5,233.34","5,215.55","338.98M","0.09%"
"2016년 08월 11일","5,228.40","5,222.15","5,235.29","5,211.25","344.26M","0.46%"
"2016년 08월 10일","5,204.59","5,227.95","5,227.96","5,193.80","380.41M","-0.40%"
"2016년 08월 09일","5,225.48","5,216.21","5,238.54","5,214.95","358.07M","0.24%"
"2016년 08월 08일","5,213.14","5,223.54","5,228.40","5,202.18","370.90M","-0.15%"
"2016년 08월 05일","5,221.12","5,190.71","5,227.23","5,186.24","439.90M","1.06%"
"2016년 08월 04일","5,166.25","5,158.02","5,174.00","5,145.39","398.61M","0.13%"
"2016년 08월 03일","5,159.74","5,133.24","5,159.74","5,128.44","415.75M","0.43%"
"2016년 08월 02일","5,137.73","5,177.53","5,181.02","5,109.80","470.89M","-0.90%"
"2016년 08월 01일","5,184.20","5,167.42","5,199.13","5,158.93","420.98M","0.43%"
"2016년 07월 29일","5,162.13","5,162.15","5,175.81","5,140.05","571.66M","0.14%"
"2016년 07월 28일","5,154.98","5,144.82","5,160.16","5,130.75","424.08M","0.30%"
"2016년 07월 27일","5,139.81","5,143.84","5,151.06","5,120.66","470.66M","0.58%"
"2016년 07월 26일","5,110.05","5,095.61","5,122.30","5,084.18","428.74M","0.24%"
"2016년 07월 25일","5,097.63","5,096.99","5,100.72","5,082.66","371.48M","-0.05%"
"2016년 07월 22일","5,100.16","5,078.12","5,103.52","5,064.11","357.67M","0.52%"
"2016년 07월 21일","5,073.90","5,093.97","5,102.78","5,061.11","384.26M","-0.31%"
"2016년 07월 20일","5,089.93","5,061.60","5,098.25","5,053.92","375.16M","1.06%"
"2016년 07월 19일","5,036.37","5,038.22","5,052.24","5,028.24","362.67M","-0.38%"
"2016년 07월 18일","5,055.78","5,034.99","5,063.53","5,030.13","332.33M","0.52%"
"2016년 07월 15일","5,029.59","5,041.19","5,044.81","5,018.52","395.58M","-0.09%"
"2016년 07월 14일","5,034.06","5,041.95","5,045.18","5,025.15","348.81M","0.57%"
"2016년 07월 13일","5,005.73","5,036.32","5,036.39","5,002.82","373.97M","-0.34%"
"2016년 07월 12일","5,022.82","5,017.99","5,032.10","5,009.68","417.28M","0.69%"
"2016년 07월 11일","4,988.64","4,976.54","5,002.50","4,976.54","386.48M","0.64%"
"2016년 07월 08일","4,956.76","4,906.66","4,959.00","4,901.27","433.26M","1.64%"
"2016년 07월 07일","4,876.81","4,867.47","4,889.01","4,853.68","352.30M","0.36%"
"2016년 07월 06일","4,859.16","4,799.32","4,861.05","4,786.01","436.56M","0.75%"
"2016년 07월 05일","4,822.90","4,837.06","4,839.13","4,797.29","406.89M","-0.82%"
"2016년 07월 01일","4,862.57","4,837.18","4,880.17","4,837.17","380.07M","0.41%"
"2016년 06월 30일","4,842.67","4,793.75","4,843.11","4,774.52","574.07M","1.33%"
"2016년 06월 29일","4,779.24","4,732.93","4,787.59","4,732.34","466.31M","1.86%"
"2016년 06월 28일","4,691.87","4,643.93","4,692.98","4,643.93","470.19M","2.12%"
"2016년 06월 27일","4,594.44","4,664.43","4,665.04","4,574.25","619.73M","-2.41%"
"2016년 06월 24일","4,707.98","4,715.80","4,798.22","4,698.42","1.52B","-4.12%"
"2016년 06월 23일","4,910.04","4,872.19","4,910.04","4,859.40","398.65M","1.59%"
"2016년 06월 22일","4,833.32","4,846.68","4,875.93","4,830.00","376.04M","-0.22%"
"2016년 06월 21일","4,843.76","4,845.09","4,852.19","4,826.59","391.14M","0.14%"
"2016년 06월 20일","4,837.21","4,856.69","4,882.15","4,834.51","412.67M","0.77%"
"2016년 06월 17일","4,800.34","4,835.02","4,835.02","4,792.34","1.01B","-0.92%"
"2016년 06월 16일","4,844.91","4,809.69","4,847.86","4,778.78","389.89M","0.21%"
"2016년 06월 15일","4,834.93","4,855.08","4,868.16","4,830.33","402.22M","-0.18%"
"2016년 06월 14일","4,843.55","4,836.67","4,863.01","4,811.93","401.84M","-0.10%"
"2016년 06월 13일","4,848.44","4,868.51","4,894.85","4,844.94","420.34M","-0.94%"
"2016년 06월 10일","4,894.55","4,915.15","4,917.92","4,880.61","402.18M","-1.29%"
"2016년 06월 09일","4,958.62","4,954.15","4,965.49","4,940.55","361.93M","-0.32%"
"2016년 06월 08일","4,974.64","4,970.01","4,979.66","4,956.79","367.54M","0.26%"
"2016년 06월 07일","4,961.75","4,972.14","4,979.38","4,960.28","391.05M","-0.14%"
"2016년 06월 06일","4,968.71","4,950.46","4,980.14","4,944.87","385.15M","0.53%"
"2016년 06월 03일","4,942.52","4,958.10","4,958.65","4,909.21","382.23M","-0.58%"
"2016년 06월 02일","4,971.36","4,941.25","4,971.36","4,924.23","386.10M","0.39%"
"2016년 06월 01일","4,952.25","4,928.97","4,958.98","4,923.20","423.30M","0.08%"
"2016년 05월 31일","4,948.06","4,938.48","4,951.45","4,923.03","711.67M","0.29%"
"2016년 05월 27일","4,933.51","4,904.05","4,933.51","4,902.50","363.02M","0.65%"
"2016년 05월 26일","4,901.77","4,897.78","4,909.38","4,887.27","354.80M","0.14%"
"2016년 05월 25일","4,894.89","4,877.18","4,905.45","4,872.42","397.17M","0.70%"
"2016년 05월 24일","4,861.06","4,792.85","4,865.99","4,792.63","433.12M","2.00%"
"2016년 05월 23일","4,765.78","4,771.57","4,792.64","4,763.91","410.29M","-0.08%"
"2016년 05월 20일","4,769.56","4,729.44","4,781.70","4,729.00","484.07M","1.21%"
"2016년 05월 19일","4,712.53","4,717.36","4,735.27","4,678.38","405.76M","-0.56%"
"2016년 05월 18일","4,739.12","4,705.78","4,762.28","4,704.49","445.26M","0.50%"
"2016년 05월 17일","4,715.73","4,768.85","4,776.15","4,703.39","472.99M","-1.25%"
"2016년 05월 16일","4,775.46","4,728.86","4,791.25","4,724.73","419.40M","1.22%"
"2016년 05월 13일","4,717.68","4,731.07","4,759.29","4,708.26","407.81M","-0.41%"
"2016년 05월 12일","4,737.33","4,778.19","4,779.46","4,710.16","447.76M","-0.49%"
"2016년 05월 11일","4,760.69","4,799.30","4,812.19","4,760.36","417.00M","-1.02%"
"2016년 05월 10일","4,809.88","4,768.91","4,811.30","4,758.20","401.00M","1.26%"
"2016년 05월 09일","4,750.21","4,736.35","4,771.94","4,735.06","395.51M","0.30%"
"2016년 05월 06일","4,736.15","4,695.90","4,736.15","4,684.28","441.06M","0.40%"
"2016년 05월 05일","4,717.09","4,742.42","4,744.55","4,709.75","448.69M","-0.18%"
"2016년 05월 04일","4,725.64","4,735.28","4,751.64","4,713.91","469.20M","-0.79%"
"2016년 05월 03일","4,763.22","4,780.88","4,791.43","4,749.71","445.57M","-1.13%"
"2016년 05월 02일","4,817.59","4,786.55","4,821.57","4,768.28","435.63M","0.88%"
"2016년 04월 29일","4,775.36","4,805.79","4,807.89","4,740.84","602.09M","-0.62%"
"2016년 04월 28일","4,805.29","4,857.60","4,889.16","4,796.32","478.62M","-1.19%"
"2016년 04월 27일","4,863.14","4,855.38","4,872.91","4,826.38","441.73M","-0.51%"
"2016년 04월 26일","4,888.28","4,903.81","4,915.00","4,875.42","417.36M","-0.15%"
"2016년 04월 25일","4,895.79","4,891.48","4,904.87","4,878.37","369.67M","-0.21%"
"2016년 04월 22일","4,906.23","4,898.24","4,921.66","4,872.02","489.17M","-0.80%"
"2016년 04월 21일","4,945.89","4,949.12","4,966.61","4,932.64","383.40M","-0.05%"
"2016년 04월 20일","4,948.13","4,941.99","4,969.32","4,928.29","394.43M","0.16%"
"2016년 04월 19일","4,940.33","4,968.30","4,968.67","4,915.52","413.23M","-0.40%"
"2016년 04월 18일","4,960.02","4,919.36","4,960.79","4,915.63","370.38M","0.44%"
"2016년 04월 15일","4,938.22","4,938.83","4,950.43","4,925.46","432.04M","-0.16%"
"2016년 04월 14일","4,945.89","4,947.62","4,961.30","4,931.81","369.79M","-0.03%"
"2016년 04월 13일","4,947.42","4,904.79","4,951.91","4,903.60","431.41M","1.55%"
"2016년 04월 12일","4,872.09","4,838.81","4,879.60","4,808.91","385.61M","0.80%"
"2016년 04월 11일","4,833.40","4,873.39","4,897.55","4,833.40","361.58M","-0.36%"
"2016년 04월 08일","4,850.69","4,883.99","4,892.60","4,835.36","367.47M","0.05%"
"2016년 04월 07일","4,848.37","4,893.57","4,901.49","4,831.49","452.84M","-1.47%"
"2016년 04월 06일","4,920.72","4,849.57","4,921.51","4,849.28","402.78M","1.59%"
"2016년 04월 05일","4,843.93","4,855.90","4,872.70","4,838.62","430.35M","-0.98%"
"2016년 04월 04일","4,891.80","4,911.22","4,917.75","4,885.17","386.30M","-0.46%"
"2016년 04월 01일","4,914.54","4,842.55","4,917.09","4,832.06","443.37M","0.92%"
"2016년 03월 31일","4,869.85","4,869.57","4,891.30","4,864.41","452.45M","0.01%"
"2016년 03월 30일","4,869.29","4,875.46","4,899.14","4,859.35","388.83M","0.47%"
"2016년 03월 29일","4,846.62","4,756.55","4,849.31","4,749.78","453.24M","1.67%"
"2016년 03월 28일","4,766.79","4,785.25","4,787.39","4,760.01","336.93M","-0.14%"
"2016년 03월 24일","4,773.51","4,743.36","4,773.51","4,734.77","383.91M","0.10%"
"2016년 03월 23일","4,768.86","4,813.87","4,816.67","4,765.37","399.92M","-1.10%"
"2016년 03월 22일","4,821.66","4,783.60","4,835.60","4,781.71","373.16M","0.27%"
"2016년 03월 21일","4,808.87","4,787.31","4,814.85","4,785.38","375.80M","0.28%"
"2016년 03월 18일","4,795.65","4,784.63","4,804.58","4,772.41","1.14B","0.43%"
"2016년 03월 17일","4,774.98","4,752.62","4,788.09","4,737.97","435.04M","0.23%"
"2016년 03월 16일","4,763.97","4,717.88","4,774.78","4,716.45","402.69M","0.75%"
"2016년 03월 15일","4,728.67","4,731.14","4,735.27","4,712.07","397.35M","-0.45%"
"2016년 03월 14일","4,750.28","4,733.39","4,762.27","4,731.51","379.76M","0.04%"
"2016년 03월 11일","4,748.47","4,712.38","4,748.79","4,700.91","416.03M","1.85%"
"2016년 03월 10일","4,662.16","4,691.20","4,716.14","4,607.99","439.52M","-0.26%"
"2016년 03월 09일","4,674.38","4,666.42","4,676.47","4,642.42","410.13M","0.55%"
"2016년 03월 08일","4,648.82","4,676.22","4,695.03","4,642.86","467.11M","-1.26%"
"2016년 03월 07일","4,708.25","4,690.88","4,731.19","4,674.82","486.23M","-0.19%"
"2016년 03월 04일","4,717.02","4,715.77","4,746.65","4,687.94","510.77M","0.20%"
"2016년 03월 03일","4,707.42","4,698.38","4,707.72","4,674.46","444.92M","0.09%"
"2016년 03월 02일","4,703.42","4,683.80","4,703.57","4,665.93","452.45M","0.29%"
"2016년 03월 01일","4,689.60","4,596.01","4,689.60","4,581.75","507.41M","2.89%"
"2016년 02월 29일","4,557.95","4,585.30","4,619.90","4,557.46","565.97M","-0.71%"
"2016년 02월 26일","4,590.47","4,615.14","4,618.85","4,580.78","438.38M","0.18%"
"2016년 02월 25일","4,582.20","4,554.73","4,582.20","4,516.89","392.23M","0.87%"
"2016년 02월 24일","4,542.61","4,453.93","4,547.64","4,425.72","452.41M","0.87%"
"2016년 02월 23일","4,503.58","4,550.05","4,558.06","4,500.94","388.34M","-1.47%"
"2016년 02월 22일","4,570.61","4,548.31","4,576.47","4,546.55","427.62M","1.47%"
"2016년 02월 19일","4,504.43","4,464.67","4,513.15","4,455.10","488.38M","0.38%"
"2016년 02월 18일","4,487.54","4,548.10","4,548.47","4,482.77","472.55M","-1.03%"
"2016년 02월 17일","4,534.06","4,471.66","4,540.78","4,463.51","576.51M","2.21%"
"2016년 02월 16일","4,435.95","4,397.95","4,435.95","4,376.52","553.80M","2.27%"
"2016년 02월 12일","4,337.51","4,307.29","4,340.13","4,274.15","506.31M","1.66%"
"2016년 02월 11일","4,266.84","4,218.81","4,293.22","4,209.76","688.73M","-0.39%"
"2016년 02월 10일","4,283.59","4,318.28","4,369.62","4,280.73","561.08M","0.35%"
"2016년 02월 09일","4,268.76","4,224.87","4,329.61","4,222.48","579.16M","-0.35%"
"2016년 02월 08일","4,283.75","4,288.02","4,301.53","4,212.81","673.87M","-1.82%"
"2016년 02월 05일","4,363.14","4,491.48","4,493.19","4,350.38","636.44M","-3.25%"
"2016년 02월 04일","4,509.56","4,492.48","4,545.52","4,463.99","543.90M","0.12%"
"2016년 02월 03일","4,504.24","4,543.82","4,547.32","4,424.47","577.23M","-0.28%"
"2016년 02월 02일","4,516.95","4,588.69","4,589.90","4,503.12","511.64M","-2.24%"
"2016년 02월 01일","4,620.37","4,587.59","4,636.93","4,565.38","480.04M","0.14%"
"2016년 01월 29일","4,613.95","4,512.09","4,613.95","4,511.30","754.58M","2.38%"
"2016년 01월 28일","4,506.68","4,533.81","4,533.81","4,447.50","545.17M","0.86%"
"2016년 01월 27일","4,468.17","4,548.87","4,568.85","4,450.83","513.42M","-2.18%"
"2016년 01월 26일","4,567.67","4,537.04","4,583.21","4,503.52","461.53M","1.09%"
"2016년 01월 25일","4,518.49","4,574.60","4,590.44","4,514.78","483.49M","-1.58%"
"2016년 01월 22일","4,591.18","4,557.39","4,591.18","4,540.27","523.81M","2.66%"
"2016년 01월 21일","4,472.06","4,480.70","4,537.15","4,432.02","567.90M","0.01%"
"2016년 01월 20일","4,471.69","4,405.22","4,514.92","4,313.39","716.73M","-0.12%"
"2016년 01월 19일","4,476.95","4,548.05","4,550.57","4,430.77","572.07M","-0.26%"
"2016년 01월 15일","4,488.42","4,464.37","4,520.45","4,419.41","739.41M","-2.74%"
"2016년 01월 14일","4,615.00","4,545.37","4,650.55","4,470.59","593.87M","1.97%"
"2016년 01월 13일","4,526.06","4,706.02","4,713.98","4,517.56","570.19M","-3.41%"
"2016년 01월 12일","4,685.92","4,681.54","4,714.80","4,618.03","498.55M","1.03%"
"2016년 01월 11일","4,637.99","4,673.44","4,683.02","4,573.77","528.17M","-0.12%"
"2016년 01월 08일","4,643.63","4,722.02","4,742.57","4,637.85","540.57M","-0.98%"
"2016년 01월 07일","4,689.43","4,736.40","4,788.02","4,688.17","590.07M","-3.03%"
"2016년 01월 06일","4,835.77","4,813.76","4,866.04","4,804.69","501.75M","-1.14%"
"2016년 01월 05일","4,891.43","4,917.84","4,926.73","4,872.74","428.07M","-0.24%"
"2016년 01월 04일","4,903.09","4,897.65","4,903.09","4,846.98","569.79M","-2.08%"
