"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 06월 24일","52,900","51,900","53,900","51,600","2.28K","2.92%"
"2020년 06월 23일","51,400","52,500","52,700","51,100","1.70K","-1.15%"
"2020년 06월 22일","52,000","52,100","52,600","51,800","0.06K","-1.70%"
"2020년 06월 21일","52,900","52,900","52,900","52,900","-","0.00%"
"2020년 06월 19일","52,900","52,600","52,900","51,600","17.47M","1.15%"
"2020년 06월 18일","52,300","52,100","52,300","51,600","4.82K","0.19%"
"2020년 06월 17일","52,200","52,500","52,600","52,000","22.81K","0.19%"
"2020년 06월 16일","52,100","51,200","52,100","50,600","21.42M","4.41%"
"2020년 06월 15일","49,900","51,400","52,000","49,900","1.70K","-4.59%"
"2020년 06월 14일","52,300","52,300","52,300","52,300","-","0.00%"
"2020년 06월 12일","52,300","52,100","52,800","51,500","26.38M","-3.68%"
"2020년 06월 11일","54,300","54,500","55,100","53,200","1.17K","-1.99%"
"2020년 06월 10일","55,400","55,200","55,900","54,900","6.58K","-0.18%"
"2020년 06월 09일","55,500","55,900","56,400","54,500","12.26K","1.09%"
"2020년 06월 08일","54,900","56,500","56,500","54,700","0.50K","-1.08%"
"2020년 06월 07일","55,500","55,500","55,500","55,500","-","0.00%"
"2020년 06월 05일","55,500","54,400","55,900","54,000","22.40M","1.65%"
"2020년 06월 04일","54,600","55,800","56,900","54,600","4.92K","0.18%"
"2020년 06월 03일","54,500","51,800","55,000","51,700","4.73K","6.03%"
"2020년 06월 02일","51,400","51,100","51,500","50,800","0.12K","0.39%"
"2020년 06월 01일","51,200","50,800","51,200","50,600","35.32K","0.99%"
"2020년 05월 31일","50,700","50,700","50,700","50,700","-","0.00%"
"2020년 05월 29일","50,700","50,000","50,700","49,700","26.33M","0.60%"
"2020년 05월 28일","50,400","51,000","51,200","49,950","2.43K","1.00%"
"2020년 05월 27일","49,900","48,950","50,000","48,800","1.96K","1.32%"
"2020년 05월 26일","49,250","48,700","49,450","48,600","15.73K","0.82%"
"2020년 05월 25일","48,850","48,750","48,900","48,450","1.22K","0.21%"
"2020년 05월 24일","48,750","48,750","48,750","48,750","-","0.00%"
"2020년 05월 22일","48,750","49,600","49,800","48,600","19.29M","-2.40%"
"2020년 05월 21일","49,950","50,300","50,400","49,850","14.58M","-0.10%"
"2020년 05월 20일","50,000","50,000","50,200","49,800","12.86M","-0.60%"
"2020년 05월 19일","50,300","50,100","50,500","49,700","8.24K","3.07%"
"2020년 05월 18일","48,800","47,950","49,100","47,600","0.21K","1.99%"
"2020년 05월 17일","47,850","47,850","47,850","47,850","-","0.00%"
"2020년 05월 15일","47,850","48,400","48,450","47,700","17.79M","-0.31%"
"2020년 05월 14일","48,000","47,800","48,100","47,650","5.42K","-1.13%"
"2020년 05월 13일","48,550","47,250","48,550","47,200","26.96K","1.36%"
"2020년 05월 12일","47,900","48,400","48,500","47,550","22.07M","-1.03%"
"2020년 05월 11일","48,400","48,900","49,250","48,300","15.94M","-0.82%"
"2020년 05월 10일","48,800","48,800","48,800","48,800","-","0.00%"
"2020년 05월 08일","48,800","49,100","49,350","48,800","15.13M","0.00%"
"2020년 05월 07일","48,800","49,200","49,300","48,700","13.73M","-0.81%"
"2020년 05월 06일","49,200","49,000","49,200","48,500","18.00M","1.44%"
"2020년 05월 05일","48,500","48,500","48,500","48,500","-","0.00%"
"2020년 05월 04일","48,500","48,900","49,100","48,500","25.80M","-3.00%"
"2020년 05월 03일","50,000","50,000","50,000","50,000","-","0.00%"
"2020년 04월 29일","50,000","49,900","50,500","49,600","15.56M","-0.20%"
"2020년 04월 28일","50,100","49,850","50,100","49,300","15.69M","0.50%"
"2020년 04월 27일","49,850","49,350","50,000","49,100","13.74M","1.01%"
"2020년 04월 26일","49,350","49,350","49,350","49,350","-","0.00%"
"2020년 04월 24일","49,350","49,650","49,750","49,000","15.56M","-1.00%"
"2020년 04월 23일","49,850","50,200","50,300","49,500","17.93M","0.00%"
"2020년 04월 22일","49,850","48,700","50,000","48,350","18.54M","1.22%"
"2020년 04월 21일","49,250","49,400","49,700","48,700","26.89M","-1.70%"
"2020년 04월 20일","50,100","51,400","51,400","50,000","21.58M","-2.53%"
"2020년 04월 19일","51,400","51,400","51,400","51,400","-","0.00%"
"2020년 04월 17일","51,400","50,800","52,000","50,300","31.74M","4.90%"
"2020년 04월 16일","49,000","49,350","49,350","48,550","22.57M","0.00%"
"2020년 04월 15일","49,000","49,000","49,000","49,000","-","0.00%"
"2020년 04월 14일","49,000","48,800","49,200","48,300","14.10M","1.45%"
"2020년 04월 13일","48,300","48,650","48,900","48,300","14.38M","-1.93%"
"2020년 04월 12일","49,250","49,250","49,250","49,250","-","0.00%"
"2020년 04월 10일","49,250","48,950","49,250","48,650","17.79M","0.31%"
"2020년 04월 09일","49,100","49,750","49,800","48,700","22.47M","1.03%"
"2020년 04월 08일","48,600","49,600","49,750","48,600","24.87M","-2.02%"
"2020년 04월 07일","49,600","49,650","50,200","49,000","31.24M","1.85%"
"2020년 04월 06일","48,700","47,500","48,800","47,250","23.09M","3.62%"
"2020년 04월 05일","47,000","47,000","47,000","47,000","-","0.00%"
"2020년 04월 03일","47,000","47,400","47,600","46,550","22.46M","0.43%"
"2020년 04월 02일","46,800","46,200","46,850","45,350","21.41M","2.18%"
"2020년 04월 01일","45,800","47,450","47,900","45,800","27.08M","-4.08%"
"2020년 03월 31일","47,750","48,000","48,500","47,150","30.48M","-0.21%"
"2020년 03월 30일","47,850","47,050","48,350","46,550","26.67M","-0.93%"
"2020년 03월 29일","48,300","48,300","48,300","48,300","-","0.00%"
"2020년 03월 27일","48,300","49,600","49,700","46,850","39.73M","1.05%"
"2020년 03월 26일","47,800","48,950","49,300","47,750","3.39K","-1.75%"
"2020년 03월 25일","48,650","48,950","49,600","47,150","45.01K","3.62%"
"2020년 03월 24일","46,950","43,800","46,950","43,100","0.89K","10.47%"
"2020년 03월 23일","42,500","42,600","43,550","42,400","29.15K","-6.39%"
"2020년 03월 22일","45,400","45,400","45,400","45,400","-","0.00%"
"2020년 03월 20일","45,400","44,150","45,500","43,550","49.16M","5.70%"
"2020년 03월 19일","42,950","46,500","46,600","42,300","0.64K","-5.81%"
"2020년 03월 18일","45,600","47,750","48,350","45,600","38.15M","-3.59%"
"2020년 03월 17일","47,300","46,900","49,650","46,700","50.59M","-3.27%"
"2020년 03월 16일","48,900","50,100","50,900","48,800","33.06M","-2.10%"
"2020년 03월 15일","49,950","49,950","49,950","49,950","-","0.00%"
"2020년 03월 13일","49,950","47,450","51,600","46,850","58.33M","-1.67%"
"2020년 03월 12일","50,800","51,000","51,900","49,300","47.90M","-2.50%"
"2020년 03월 11일","52,100","54,300","54,400","52,000","37.83M","-4.58%"
"2020년 03월 10일","54,600","53,800","54,900","53,700","31.33M","0.74%"
"2020년 03월 09일","54,200","54,700","55,000","53,600","30.01M","-4.07%"
"2020년 03월 08일","56,500","56,500","56,500","56,500","-","0.00%"
"2020년 03월 06일","56,500","56,500","57,200","56,200","18.59M","-2.25%"
"2020년 03월 05일","57,800","57,600","58,000","56,700","21.66M","0.70%"
"2020년 03월 04일","57,400","54,800","57,600","54,600","24.32M","3.61%"
"2020년 03월 03일","55,400","56,700","56,900","55,100","29.81M","0.73%"
"2020년 03월 02일","55,000","54,300","55,500","53,600","29.21M","1.48%"
"2020년 03월 01일","54,200","54,200","54,200","54,200","-","0.00%"
"2020년 02월 28일","54,200","55,000","55,500","54,200","29.91M","-3.04%"
"2020년 02월 27일","55,900","56,300","56,900","55,500","22.36M","-1.06%"
"2020년 02월 26일","56,500","56,000","57,000","56,000","25.38M","-2.42%"
"2020년 02월 25일","57,900","56,200","58,000","56,200","23.07M","1.94%"
"2020년 02월 24일","56,800","57,400","58,100","56,800","25.36M","-4.05%"
"2020년 02월 23일","59,200","59,200","59,200","59,200","-","0.00%"
"2020년 02월 21일","59,200","58,800","59,800","58,500","13.28M","-1.33%"
"2020년 02월 20일","60,000","60,700","61,300","59,600","14.51M","-0.33%"
"2020년 02월 19일","60,200","59,800","60,400","59,400","12.94M","0.67%"
"2020년 02월 18일","59,800","60,800","60,900","59,700","16.63M","-2.76%"
"2020년 02월 17일","61,500","61,600","62,000","61,200","8.49M","-0.49%"
"2020년 02월 16일","61,800","61,800","61,800","61,800","-","0.00%"
"2020년 02월 14일","61,800","60,900","61,900","60,200","13.26M","1.81%"
"2020년 02월 13일","60,700","61,200","61,600","60,500","18.34M","0.33%"
"2020년 02월 12일","60,500","60,300","60,700","59,700","12.73M","1.00%"
"2020년 02월 11일","59,900","59,800","60,700","59,700","10.95M","0.34%"
"2020년 02월 10일","59,700","59,200","59,800","59,100","12.69M","-1.16%"
"2020년 02월 09일","60,400","60,400","60,400","60,400","-","0.00%"
"2020년 02월 07일","60,400","61,100","61,200","59,700","16.27M","-1.15%"
"2020년 02월 06일","61,100","60,100","61,100","59,700","14.68M","2.69%"
"2020년 02월 05일","59,500","60,000","60,200","58,900","18.19M","1.02%"
"2020년 02월 04일","58,900","57,100","59,000","56,800","21.10M","2.97%"
"2020년 02월 03일","57,200","55,500","57,400","55,200","22.91M","1.42%"
"2020년 02월 02일","56,400","56,400","56,400","56,400","-","0.00%"
"2020년 01월 31일","56,400","57,800","58,400","56,400","19.49M","-1.40%"
"2020년 01월 30일","57,200","58,800","58,800","56,800","20.72M","-3.21%"
"2020년 01월 29일","59,100","59,100","59,700","58,800","16.26M","0.51%"
"2020년 01월 28일","58,800","59,400","59,400","58,300","22.63M","-3.29%"
"2020년 01월 27일","60,800","60,800","60,800","60,800","-","0.00%"
"2020년 01월 23일","60,800","61,800","61,800","60,700","14.88M","-2.41%"
"2020년 01월 22일","62,300","60,500","62,600","60,400","15.05M","1.47%"
"2020년 01월 21일","61,400","62,000","62,400","61,200","11.11M","-1.60%"
"2020년 01월 20일","62,400","62,000","62,800","61,700","12.46M","1.79%"
"2020년 01월 19일","61,300","61,300","61,300","61,300","-","0.00%"
"2020년 01월 17일","61,300","61,900","62,000","61,000","15.45M","0.99%"
"2020년 01월 16일","60,700","59,100","60,700","59,000","13.56M","2.88%"
"2020년 01월 15일","59,000","59,500","59,600","58,900","13.72M","-1.67%"
"2020년 01월 14일","60,000","60,400","61,000","59,900","16.08M","0.00%"
"2020년 01월 13일","60,000","59,600","60,000","59,100","11.26M","0.84%"
"2020년 01월 12일","59,500","59,500","59,500","59,500","-","0.00%"
"2020년 01월 10일","59,500","58,800","59,700","58,300","15.83M","1.54%"
"2020년 01월 09일","58,600","58,400","58,600","57,400","23.23M","3.17%"
"2020년 01월 08일","56,800","56,200","57,400","55,900","23.33M","1.79%"
"2020년 01월 07일","55,800","55,700","56,400","55,600","9.89M","0.54%"
"2020년 01월 06일","55,500","54,900","55,600","54,600","10.24M","0.00%"
"2020년 01월 05일","55,500","55,500","55,500","55,500","-","0.00%"
"2020년 01월 03일","55,500","56,000","56,600","54,900","15.31M","0.54%"
"2020년 01월 02일","55,200","55,500","56,000","55,000","12.76M","-1.08%"
"2019년 12월 30일","55,800","56,200","56,600","55,700","8.35M","-1.24%"
"2019년 12월 29일","56,500","56,500","56,500","56,500","-","0.00%"
"2019년 12월 27일","56,500","55,700","56,900","55,500","12.29M","1.99%"
"2019년 12월 26일","55,400","54,700","55,400","54,400","9.57M","0.73%"
"2019년 12월 25일","55,000","55,000","55,000","55,000","-","0.00%"
"2019년 12월 24일","55,000","55,600","55,700","54,800","9.19M","-0.90%"
"2019년 12월 23일","55,500","56,100","56,400","55,100","9.49M","-0.89%"
"2019년 12월 22일","56,000","56,000","56,000","56,000","-","0.00%"
"2019년 12월 20일","56,000","56,100","56,500","55,600","12.07M","0.00%"
"2019년 12월 19일","56,000","57,000","57,300","55,500","13.95M","-0.53%"
"2019년 12월 18일","56,300","56,700","57,200","56,000","15.49M","-0.71%"
"2019년 12월 17일","56,700","55,800","56,700","55,400","18.75M","3.66%"
"2019년 12월 16일","54,700","54,500","54,900","54,300","11.10M","0.00%"
"2019년 12월 15일","54,700","54,700","54,700","54,700","-","0.00%"
"2019년 12월 13일","54,700","54,500","54,800","53,900","17.59M","2.63%"
"2019년 12월 12일","53,300","53,000","53,300","52,700","28.45M","2.70%"
"2019년 12월 11일","51,900","51,500","52,200","51,400","11.00M","0.78%"
"2019년 12월 10일","51,500","51,000","51,600","50,700","6.87M","0.59%"
"2019년 12월 09일","51,200","50,900","51,400","50,700","8.27M","1.59%"
"2019년 12월 08일","50,400","50,400","50,400","50,400","-","0.00%"
"2019년 12월 06일","50,400","50,100","50,900","49,950","10.87M","1.82%"
"2019년 12월 05일","49,500","50,200","50,400","49,500","10.02M","0.10%"
"2019년 12월 04일","49,450","49,600","49,850","49,000","12.96M","-0.90%"
"2019년 12월 03일","49,900","49,800","50,300","49,500","12.00M","-0.99%"
"2019년 12월 02일","50,400","50,900","51,300","50,400","9.59M","0.20%"
"2019년 12월 01일","50,300","50,300","50,300","50,300","-","0.00%"
"2019년 11월 29일","50,300","51,200","51,400","50,200","11.01M","-1.95%"
"2019년 11월 28일","51,300","51,900","52,100","51,300","6.15M","-1.72%"
"2019년 11월 27일","52,200","51,800","52,300","51,600","7.19M","0.77%"
"2019년 11월 26일","51,800","51,900","52,900","51,800","26.04M","0.00%"
"2019년 11월 25일","51,800","52,200","52,600","51,700","9.01M","0.39%"
"2019년 11월 22일","51,600","51,000","51,600","50,900","8.33M","1.18%"
"2019년 11월 21일","51,000","51,600","52,100","50,600","14.25M","-1.92%"
"2019년 11월 20일","52,000","53,400","53,400","52,000","11.83M","-2.80%"
"2019년 11월 19일","53,500","53,200","53,500","52,700","8.10M","0.00%"
"2019년 11월 18일","53,500","53,600","53,800","53,200","7.65M","-0.37%"
"2019년 11월 17일","53,700","53,700","53,700","53,700","-","0.00%"
"2019년 11월 15일","53,700","52,900","53,700","52,600","9.68M","1.70%"
"2019년 11월 14일","52,800","51,900","52,800","51,900","12.00M","0.57%"
"2019년 11월 13일","52,500","52,500","52,500","52,000","6.22M","-0.19%"
"2019년 11월 12일","52,600","51,800","52,600","51,600","6.10M","1.94%"
"2019년 11월 11일","51,600","52,200","52,200","51,400","8.18M","-0.96%"
"2019년 11월 10일","52,100","52,100","52,100","52,100","-","0.00%"
"2019년 11월 08일","52,100","53,200","53,300","52,000","10.39M","-1.51%"
"2019년 11월 07일","52,900","53,400","53,400","52,400","9.14M","-0.75%"
"2019년 11월 06일","53,300","52,900","53,500","52,700","13.12M","1.14%"
"2019년 11월 05일","52,700","52,400","52,700","52,100","10.12M","0.76%"
"2019년 11월 04일","52,300","51,700","52,300","51,400","12.76M","2.15%"
"2019년 11월 03일","51,200","51,200","51,200","51,200","-","0.00%"
"2019년 11월 01일","51,200","50,600","51,200","50,400","7.54M","1.59%"
"2019년 10월 31일","50,400","51,000","51,400","50,300","10.21M","0.00%"
"2019년 10월 30일","50,400","50,700","50,800","50,200","8.87M","-1.37%"
"2019년 10월 29일","51,100","51,400","51,700","50,800","7.14M","-0.39%"
"2019년 10월 28일","51,300","50,700","51,500","50,700","6.34M","0.79%"
"2019년 10월 27일","50,900","50,900","50,900","50,900","-","0.00%"
"2019년 10월 25일","50,900","50,800","51,200","50,500","7.84M","0.39%"
"2019년 10월 24일","50,700","52,500","52,500","50,500","10.77M","-0.98%"
"2019년 10월 23일","51,200","51,300","51,500","50,800","8.46M","0.00%"
"2019년 10월 22일","51,200","50,800","51,500","50,700","10.71M","1.79%"
"2019년 10월 21일","50,300","49,900","50,400","49,800","4.39M","0.80%"
"2019년 10월 20일","49,900","49,900","49,900","49,900","-","0.00%"
"2019년 10월 18일","49,900","50,300","50,900","49,650","8.40M","-1.19%"
"2019년 10월 17일","50,500","50,500","50,600","50,100","6.61M","-0.39%"
"2019년 10월 16일","50,700","50,700","50,900","50,400","9.01M","1.20%"
"2019년 10월 15일","50,100","49,900","50,200","49,900","5.90M","0.20%"
"2019년 10월 14일","50,000","50,000","50,300","49,850","10.87M","1.73%"
"2019년 10월 13일","49,150","49,150","49,150","49,150","-","0.00%"
"2019년 10월 11일","49,150","49,000","49,450","48,800","7.73M","1.24%"
"2019년 10월 10일","48,550","48,200","49,200","48,000","17.84M","-0.72%"
"2019년 10월 09일","48,900","48,900","48,900","48,900","-","0.00%"
"2019년 10월 08일","48,900","47,900","49,000","47,600","13.29M","2.41%"
"2019년 10월 07일","47,750","48,350","48,700","47,650","6.47M","-0.52%"
"2019년 10월 06일","48,000","48,000","48,000","48,000","-","0.00%"
"2019년 10월 04일","48,000","47,400","48,650","47,350","8.46M","0.84%"
"2019년 10월 03일","47,600","47,600","47,600","47,600","-","0.00%"
"2019년 10월 02일","47,600","48,350","48,400","47,600","8.37M","-2.56%"
"2019년 10월 01일","48,850","48,900","49,100","48,650","6.20M","-0.41%"
"2019년 09월 30일","49,050","48,050","49,250","47,900","9.20M","1.34%"
"2019년 09월 29일","48,400","48,400","48,400","48,400","-","0.00%"
"2019년 09월 27일","48,400","48,000","48,700","48,000","8.03M","-1.63%"
"2019년 09월 26일","49,200","49,000","49,250","48,900","8.36M","0.61%"
"2019년 09월 25일","48,900","49,200","49,350","48,800","9.11M","-1.21%"
"2019년 09월 24일","49,500","49,050","49,650","48,850","7.84M","0.41%"
"2019년 09월 23일","49,300","49,250","49,300","49,000","7.40M","0.20%"
"2019년 09월 22일","49,200","49,200","49,200","49,200","-","0.00%"
"2019년 09월 20일","49,200","49,400","49,600","49,100","14.91M","0.10%"
"2019년 09월 19일","49,150","48,050","49,200","47,850","15.19M","3.04%"
"2019년 09월 18일","47,700","46,900","47,700","46,800","9.82M","1.71%"
"2019년 09월 17일","46,900","47,000","47,100","46,800","5.99M","-0.42%"
"2019년 09월 16일","47,100","47,000","47,100","46,400","11.99M","-0.11%"
"2019년 09월 15일","47,150","47,150","47,150","47,150","-","0.00%"
"2019년 09월 11일","47,150","47,300","47,400","46,800","16.12M","0.32%"
"2019년 09월 10일","47,000","47,100","47,200","46,550","9.16M","0.21%"
"2019년 09월 09일","46,900","46,450","47,000","46,300","9.17M","1.30%"
"2019년 09월 08일","46,300","46,300","46,300","46,300","-","0.00%"
"2019년 09월 06일","46,300","46,500","46,500","45,850","9.70M","1.31%"
"2019년 09월 05일","45,700","44,800","46,100","44,450","17.82M","3.63%"
"2019년 09월 04일","44,100","43,250","44,100","43,150","11.48M","1.97%"
"2019년 09월 03일","43,250","43,550","43,650","43,100","8.52M","-1.26%"
"2019년 09월 02일","43,800","44,850","44,850","43,650","7.11M","-0.45%"
"2019년 09월 01일","44,000","44,000","44,000","44,000","-","0.00%"
"2019년 08월 30일","44,000","43,750","44,300","43,750","8.78M","1.38%"
"2019년 08월 29일","43,400","44,200","44,200","43,050","10.13M","-1.70%"
"2019년 08월 28일","44,150","44,100","44,400","43,750","5.75M","0.23%"
"2019년 08월 27일","44,050","43,650","44,200","43,600","16.31M","1.03%"
"2019년 08월 26일","43,600","43,050","43,800","42,950","7.94M","-0.80%"
"2019년 08월 25일","43,950","43,950","43,950","43,950","-","0.00%"
"2019년 08월 23일","43,950","43,800","44,200","43,650","4.64M","-0.23%"
"2019년 08월 22일","44,050","44,500","44,700","43,850","8.05M","-1.01%"
"2019년 08월 21일","44,500","44,350","44,800","44,150","6.52M","0.11%"
"2019년 08월 20일","44,450","43,950","44,600","43,550","8.41M","1.95%"
"2019년 08월 19일","43,600","44,350","44,350","43,500","5.97M","-0.68%"
"2019년 08월 18일","43,900","43,900","43,900","43,900","-","0.00%"
"2019년 08월 16일","43,900","43,800","43,900","43,300","9.45M","0.46%"
"2019년 08월 15일","43,700","43,700","43,700","43,700","-","0.00%"
"2019년 08월 14일","43,700","43,900","44,250","43,500","8.50M","1.63%"
"2019년 08월 13일","43,000","43,500","43,500","42,950","6.96M","-1.60%"
"2019년 08월 12일","43,700","44,000","44,000","43,550","7.27M","1.27%"
"2019년 08월 11일","43,150","43,150","43,150","43,150","-","0.00%"
"2019년 08월 09일","43,150","43,250","43,350","43,050","9.08M","1.17%"
"2019년 08월 08일","42,650","43,250","43,500","42,650","16.00M","-1.27%"
"2019년 08월 07일","43,200","43,600","43,900","43,100","9.99M","-0.69%"
"2019년 08월 06일","43,500","42,500","43,800","42,500","15.06M","-1.02%"
"2019년 08월 05일","43,950","44,350","44,600","43,600","13.32M","-2.22%"
"2019년 08월 04일","44,950","44,950","44,950","44,950","-","0.00%"
"2019년 08월 02일","44,950","44,550","45,500","44,300","11.82M","-0.55%"
"2019년 08월 01일","45,200","44,900","45,500","44,850","7.74M","-0.33%"
"2019년 07월 31일","45,350","46,200","46,600","45,000","12.82M","-2.58%"
"2019년 07월 30일","46,550","46,300","46,850","46,300","5.51M","0.98%"
"2019년 07월 29일","46,100","46,800","47,050","46,000","6.85M","-2.23%"
"2019년 07월 28일","47,150","47,150","47,150","47,150","-","0.00%"
"2019년 07월 26일","47,150","46,650","47,150","46,550","7.67M","-0.11%"
"2019년 07월 25일","47,200","47,150","47,200","46,600","8.38M","1.72%"
"2019년 07월 24일","46,400","47,100","47,150","46,250","8.34M","-1.90%"
"2019년 07월 23일","47,300","47,350","47,550","47,050","8.90M","0.21%"
"2019년 07월 22일","47,200","46,800","47,300","46,600","9.01M","0.85%"
"2019년 07월 21일","46,800","46,800","46,800","46,800","-","0.00%"
"2019년 07월 19일","46,800","46,650","46,950","46,600","7.98M","1.52%"
"2019년 07월 18일","46,100","46,450","46,450","45,650","4.95M","0.11%"
"2019년 07월 17일","46,050","46,150","46,350","45,950","5.21M","-1.71%"
"2019년 07월 16일","46,850","46,450","46,850","46,300","7.21M","0.86%"
"2019년 07월 15일","46,450","45,950","46,650","45,750","4.71M","0.32%"
"2019년 07월 14일","46,300","46,300","46,300","46,300","-","0.00%"
"2019년 07월 12일","46,300","46,350","46,400","45,800","5.12M","0.22%"
"2019년 07월 11일","46,200","46,350","46,550","46,150","10.85M","1.43%"
"2019년 07월 10일","45,550","45,550","46,150","45,500","9.17M","1.00%"
"2019년 07월 09일","45,100","44,850","45,450","44,700","7.63M","1.58%"
"2019년 07월 08일","44,400","44,750","44,800","44,350","7.81M","-2.74%"
