"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 01월 15일","1,353.70","1,290.10","1,292.70","1,290.10","0.01K","-0.26%"
"2019년 01월 14일","1,357.20","1,331.60","1,331.60","1,331.60","0.40K","0.13%"
"2019년 01월 11일","1,355.40","1,341.50","1,341.50","1,339.40","0.05K","0.18%"
"2019년 01월 10일","1,353.00","1,284.70","1,284.70","1,284.70","0.55K","-0.32%"
"2019년 01월 09일","1,357.30","1,279.40","1,289.30","1,279.20","0.10K","0.46%"
"2019년 01월 08일","1,351.10","1,335.00","1,335.00","1,335.00","0.00K","-0.30%"
"2019년 01월 07일","1,355.20","1,332.20","1,332.20","1,332.20","0.01K","0.31%"
"2019년 01월 04일","1,351.00","1,351.80","1,351.80","1,351.80","0.00K","-0.65%"
"2019년 01월 03일","1,359.80","1,334.50","1,334.50","1,334.50","0.01K","0.76%"
"2019년 01월 02일","1,349.50","1,332.50","1,332.50","1,331.30","0.10K","5.15%"
"2019년 01월 01일","1,283.35","1,284.70","1,284.75","1,282.85","-","-4.73%"
"2018년 12월 31일","1,347.10","1,278.00","1,281.30","1,277.60","0.05K","-0.09%"
"2018년 12월 28일","1,348.30","1,273.50","1,280.10","1,273.50","0.08K","0.13%"
"2018년 12월 27일","1,346.50","1,276.70","1,276.70","1,276.70","0.03K","0.61%"
"2018년 12월 26일","1,338.30","1,343.00","1,343.00","1,343.00","0.00K","5.32%"
"2018년 12월 25일","1,270.75","1,272.50","1,274.55","1,270.65","-","-4.96%"
"2018년 12월 24일","1,337.00","1,260.30","1,268.50","1,260.30","0.03K","1.05%"
"2018년 12월 21일","1,323.10","1,260.30","1,261.30","1,255.00","0.06K","-0.75%"
"2018년 12월 20일","1,333.10","1,308.20","1,308.20","1,305.90","0.01K","0.89%"
"2018년 12월 19일","1,321.30","1,255.80","1,255.80","1,255.80","0.27K","0.21%"
"2018년 12월 18일","1,318.50","1,248.20","1,249.00","1,245.60","0.03K","0.08%"
"2018년 12월 17일","1,317.40","1,239.30","1,245.90","1,239.30","0.01K","0.80%"
"2018년 12월 14일","1,307.00","1,241.70","1,241.70","1,234.10","0.03K","-0.47%"
"2018년 12월 13일","1,313.20","1,243.50","1,243.50","1,241.00","0.19K","-0.20%"
"2018년 12월 12일","1,315.80","1,245.30","1,245.60","1,244.10","0.07K","0.22%"
"2018년 12월 11일","1,312.90","1,289.90","1,289.90","1,289.90","0.00K","-0.14%"
"2018년 12월 10일","1,314.80","1,294.00","1,294.00","1,294.00","0.09K","-0.36%"
"2018년 12월 07일","1,319.50","1,291.60","1,291.60","1,291.60","0.00K","0.71%"
"2018년 12월 06일","1,310.20","1,313.90","1,313.90","1,309.50","0.00K","0.05%"
"2018년 12월 05일","1,309.60","1,292.80","1,292.80","1,292.80","0.00K","-0.30%"
"2018년 12월 04일","1,313.60","1,231.00","1,241.40","1,230.40","0.02K","0.55%"
"2018년 12월 03일","1,306.40","1,282.50","1,282.50","1,281.50","0.05K","1.06%"
"2018년 11월 30일","1,292.70","1,289.70","1,289.70","1,289.70","0.00K","-0.33%"
"2018년 11월 29일","1,297.00","1,274.60","1,274.60","1,274.60","0.00K","0.05%"
"2018년 11월 28일","1,296.40","1,211.50","1,212.20","1,211.50","0.00K","0.77%"
"2018년 11월 27일","1,286.50","1,221.90","1,222.00","1,221.90","0.01K","-0.72%"
"2018년 11월 26일","1,295.80","1,222.00","1,222.00","1,222.00","0.00K","-0.02%"
"2018년 11월 23일","1,296.10","1,272.70","1,272.70","1,272.70","0.06K","5.55%"
"2018년 11월 22일","1,228.00","1,226.40","1,229.70","1,225.50","-","-5.60%"
"2018년 11월 21일","1,300.80","1,225.80","1,225.80","1,225.80","0.34K","0.57%"
"2018년 11월 20일","1,293.40","1,225.30","1,228.80","1,222.00","0.01K","-0.32%"
"2018년 11월 19일","1,297.50","1,223.10","1,223.10","1,223.10","0.10K","0.20%"
"2018년 11월 16일","1,294.90","1,216.70","1,223.80","1,216.70","0.00K","0.57%"
"2018년 11월 15일","1,287.60","1,212.80","1,212.80","1,212.80","0.01K","0.34%"
"2018년 11월 14일","1,283.20","1,207.90","1,207.90","1,207.90","0.33K","0.67%"
"2018년 11월 13일","1,274.70","1,196.30","1,201.30","1,196.30","0.01K","-0.16%"
"2018년 11월 12일","1,276.80","1,201.60","1,201.60","1,201.60","0.03K","-0.42%"
"2018년 11월 09일","1,282.20","1,263.30","1,263.80","1,263.30","0.08K","-1.32%"
"2018년 11월 08일","1,299.30","1,222.90","1,222.90","1,222.90","0.00K","-0.27%"
"2018년 11월 07일","1,302.80","1,228.60","1,228.60","1,228.60","0.00K","0.18%"
"2018년 11월 06일","1,300.40","1,282.80","1,282.80","1,282.60","0.01K","-0.46%"
"2018년 11월 05일","1,306.40","1,288.50","1,288.50","1,288.40","0.05K","-0.07%"
"2018년 11월 02일","1,307.30","1,233.30","1,233.30","1,231.00","0.00K","-0.37%"
"2018년 11월 01일","1,312.20","1,286.50","1,286.90","1,286.50","0.01K","1.86%"
"2018년 10월 31일","1,288.20","1,291.10","1,291.10","1,291.10","0.00K","-0.82%"
"2018년 10월 30일","1,298.90","1,296.70","1,296.70","1,296.70","0.00K","-0.17%"
"2018년 10월 29일","1,301.10","1,224.50","1,224.50","1,224.50","0.00K","-0.66%"
"2018년 10월 26일","1,309.70","1,234.30","1,234.80","1,234.30","0.05K","0.23%"
"2018년 10월 25일","1,306.70","1,291.00","1,291.00","1,291.00","0.00K","0.09%"
"2018년 10월 24일","1,305.50","1,289.80","1,289.80","1,289.80","0.01K","-0.50%"
"2018년 10월 23일","1,312.00","1,224.80","1,237.80","1,224.80","0.03K","0.94%"
"2018년 10월 22일","1,299.80","1,224.50","1,224.50","1,219.60","0.02K","-0.31%"
"2018년 10월 19일","1,303.80","1,225.30","1,225.30","1,225.30","0.06K","-0.10%"
"2018년 10월 18일","1,305.10","1,226.50","1,226.50","1,226.50","0.17K","0.25%"
"2018년 10월 17일","1,301.90","1,225.90","1,225.90","1,225.90","0.01K","-0.30%"
"2018년 10월 16일","1,305.80","1,285.30","1,285.30","1,285.30","0.05K","0.03%"
"2018년 10월 15일","1,305.40","1,222.40","1,232.30","1,222.40","0.14K","0.70%"
"2018년 10월 12일","1,296.30","1,221.60","1,221.60","1,216.00","0.12K","-0.46%"
"2018년 10월 11일","1,302.30","1,271.20","1,271.20","1,271.20","0.00K","2.73%"
"2018년 10월 10일","1,267.70","1,250.20","1,250.20","1,250.20","0.06K","0.15%"
"2018년 10월 09일","1,265.80","1,185.60","1,189.10","1,185.60","0.01K","0.23%"
"2018년 10월 08일","1,262.90","1,254.90","1,257.80","1,254.90","0.04K","-1.35%"
"2018년 10월 05일","1,280.20","1,197.10","1,205.30","1,196.90","0.01K","0.37%"
"2018년 10월 04일","1,275.50","1,258.00","1,260.10","1,258.00","0.00K","-0.09%"
"2018년 10월 03일","1,276.70","1,202.60","1,202.60","1,196.60","0.08K","-0.31%"
"2018년 10월 02일","1,280.70","1,248.50","1,248.50","1,248.50","0.00K","1.29%"
"2018년 10월 01일","1,264.40","1,191.60","1,191.60","1,185.80","0.18K","-0.34%"
"2018년 09월 28일","1,268.70","1,270.00","1,270.00","1,270.00","0.00K","0.71%"
"2018년 09월 27일","1,259.80","1,260.00","1,260.00","1,260.00","0.00K","-0.94%"
"2018년 09월 26일","1,271.80","1,194.00","1,194.00","1,194.00","0.00K","-0.50%"
"2018년 09월 25일","1,278.20","1,202.10","1,202.80","1,202.10","0.02K","0.06%"
"2018년 09월 24일","1,277.40","1,199.30","1,199.30","1,199.30","0.01K","0.24%"
"2018년 09월 21일","1,274.30","1,196.20","1,196.20","1,196.20","0.04K","-0.79%"
"2018년 09월 20일","1,284.40","1,265.40","1,265.40","1,265.40","0.01K","0.23%"
"2018년 09월 19일","1,281.50","1,202.20","1,202.20","1,202.20","0.01K","0.45%"
"2018년 09월 18일","1,275.70","1,198.70","1,198.70","1,197.60","0.03K","-0.21%"
"2018년 09월 17일","1,278.40","1,199.70","1,199.70","1,199.70","0.04K","0.36%"
"2018년 09월 14일","1,273.80","1,195.00","1,195.00","1,195.00","0.00K","-0.56%"
"2018년 09월 13일","1,281.00","1,203.40","1,203.40","1,200.00","0.02K","-0.23%"
"2018년 09월 12일","1,283.90","1,269.60","1,271.00","1,269.50","0.02K","0.75%"
"2018년 09월 11일","1,274.40","1,190.40","1,196.30","1,190.40","0.02K","0.22%"
"2018년 09월 10일","1,271.60","1,193.00","1,193.00","1,193.00","0.01K","-0.04%"
"2018년 09월 07일","1,272.10","1,198.30","1,198.30","1,193.10","0.00K","-0.28%"
"2018년 09월 06일","1,275.70","1,202.00","1,202.00","1,198.30","0.00K","0.24%"
"2018년 09월 05일","1,272.60","1,266.10","1,271.90","1,266.10","0.01K","0.19%"
"2018년 09월 04일","1,270.20","1,199.30","1,200.50","1,189.90","0.03K","5.30%"
"2018년 09월 03일","1,206.30","1,204.90","1,209.60","1,201.30","-","0.12%"
"2018년 09월 02일","1,204.90","1,206.20","1,206.60","1,204.50","-","-5.70%"
"2018년 08월 31일","1,277.70","1,207.10","1,208.20","1,199.10","0.03K","0.13%"
"2018년 08월 30일","1,276.10","1,205.40","1,205.60","1,196.00","0.01K","-0.56%"
"2018년 08월 29일","1,283.30","1,205.20","1,205.20","1,202.40","0.03K","-0.24%"
"2018년 08월 28일","1,286.40","1,209.70","1,217.00","1,202.30","0.14K","-0.12%"
"2018년 08월 27일","1,288.00","1,210.30","1,211.40","1,205.20","0.15K","0.23%"
"2018년 08월 24일","1,285.00","1,185.30","1,208.00","1,185.30","0.01K","1.56%"
"2018년 08월 23일","1,265.20","1,189.30","1,190.30","1,184.90","0.00K","-0.83%"
"2018년 08월 22일","1,275.80","1,280.20","1,280.20","1,278.20","0.00K","0.24%"
"2018년 08월 21일","1,272.80","1,272.90","1,272.90","1,272.90","0.00K","0.42%"
"2018년 08월 20일","1,267.50","1,266.00","1,266.00","1,266.00","0.00K","0.75%"
"2018년 08월 17일","1,258.10","1,174.70","1,181.20","1,174.70","0.00K","0.01%"
"2018년 08월 16일","1,258.00","1,173.20","1,180.20","1,161.40","0.04K","-0.13%"
"2018년 08월 15일","1,259.70","1,265.80","1,265.80","1,265.80","0.00K","-1.27%"
"2018년 08월 14일","1,275.90","1,273.40","1,273.40","1,273.40","0.00K","0.14%"
"2018년 08월 13일","1,274.10","1,207.00","1,207.40","1,191.60","0.01K","-1.58%"
"2018년 08월 10일","1,294.60","1,212.50","1,216.40","1,205.60","0.08K","-0.09%"
"2018년 08월 09일","1,295.80","1,214.50","1,215.30","1,211.60","0.04K","-0.08%"
"2018년 08월 08일","1,296.80","1,212.00","1,215.20","1,205.90","0.21K","0.20%"
"2018년 08월 07일","1,294.20","1,207.80","1,214.80","1,207.80","0.72K","0.05%"
"2018년 08월 06일","1,293.60","1,302.80","1,305.00","1,298.60","0.01K","-0.45%"
"2018년 08월 03일","1,299.40","1,288.80","1,298.40","1,288.80","0.01K","0.25%"
"2018년 08월 02일","1,296.20","1,308.00","1,308.00","1,308.00","0.00K","-0.60%"
"2018년 08월 01일","1,304.00","1,222.90","1,223.70","1,214.40","1.03K","-0.44%"
"2018년 07월 31일","1,309.80","1,220.40","1,228.10","1,213.00","2.72K","0.16%"
"2018년 07월 30일","1,307.70","1,306.90","1,309.10","1,301.90","0.01K","-0.10%"
"2018년 07월 27일","1,309.00","1,222.60","1,222.60","1,222.60","0.00K","-0.19%"
"2018년 07월 26일","1,311.50","1,227.80","1,227.80","1,227.80","0.00K","-0.39%"
"2018년 07월 25일","1,316.70","1,231.40","1,231.40","1,231.40","0.06K","0.45%"
"2018년 07월 24일","1,310.80","1,289.50","1,289.70","1,289.50","0.04K","0.01%"
"2018년 07월 23일","1,310.70","1,307.60","1,307.60","1,307.60","0.00K","-0.46%"
"2018년 07월 20일","1,316.80","1,229.50","1,229.50","1,229.50","0.15K","0.49%"
"2018년 07월 19일","1,310.40","1,302.00","1,302.00","1,302.00","0.08K","-0.35%"
"2018년 07월 18일","1,315.00","1,226.70","1,226.70","1,222.20","0.00K","0.03%"
"2018년 07월 17일","1,314.60","1,320.00","1,320.00","1,320.00","0.03K","-0.97%"
"2018년 07월 16일","1,327.50","1,242.70","1,243.80","1,242.70","0.00K","-0.11%"
"2018년 07월 13일","1,329.00","1,327.00","1,327.00","1,327.00","0.00K","-0.46%"
"2018년 07월 12일","1,335.20","1,240.90","1,246.70","1,240.90","0.01K","0.16%"
"2018년 07월 11일","1,333.10","1,253.20","1,253.20","1,247.90","0.03K","-0.88%"
"2018년 07월 10일","1,344.90","1,256.20","1,256.90","1,249.30","0.07K","-0.29%"
"2018년 07월 09일","1,348.80","1,258.20","1,262.30","1,257.70","0.04K","0.31%"
"2018년 07월 06일","1,344.60","1,255.50","1,255.50","1,254.40","0.01K","-0.21%"
"2018년 07월 05일","1,347.40","1,253.70","1,259.90","1,253.60","0.01K","7.10%"
"2018년 07월 04일","1,258.10","1,256.20","1,262.40","1,255.30","-","-6.27%"
"2018년 07월 03일","1,342.20","1,238.10","1,254.10","1,237.00","0.04K","0.94%"
"2018년 07월 02일","1,329.70","1,249.90","1,249.90","1,239.80","0.03K","-1.04%"
"2018년 06월 29일","1,343.70","1,250.30","1,253.30","1,249.10","0.05K","0.28%"
"2018년 06월 28일","1,340.00","1,251.70","1,251.70","1,244.80","0.38K","-0.41%"
"2018년 06월 27일","1,345.50","1,255.50","1,255.50","1,252.30","0.01K","-0.33%"
"2018년 06월 26일","1,350.00","1,267.20","1,267.20","1,257.50","0.09K","-0.71%"
"2018년 06월 25일","1,359.60","1,353.70","1,353.70","1,353.70","0.00K","-0.15%"
"2018년 06월 22일","1,361.70","1,365.00","1,365.00","1,365.00","0.00K","0.02%"
"2018년 06월 21일","1,361.40","1,360.00","1,360.00","1,360.00","0.00K","-0.31%"
"2018년 06월 20일","1,365.70","1,376.80","1,376.80","1,376.80","0.00K","-0.28%"
"2018년 06월 19일","1,369.60","1,278.70","1,281.80","1,269.90","0.03K","-0.14%"
"2018년 06월 18일","1,371.50","1,280.70","1,280.70","1,277.00","0.04K","0.13%"
"2018년 06월 15일","1,369.70","1,297.40","1,297.40","1,274.00","0.59K","-2.23%"
"2018년 06월 14일","1,401.00","1,297.20","1,307.70","1,297.20","0.05K","0.51%"
"2018년 06월 13일","1,393.90","1,294.00","1,299.40","1,290.90","0.14K","0.12%"
"2018년 06월 12일","1,392.20","1,297.80","1,298.10","1,292.70","0.15K","-0.27%"
"2018년 06월 11일","1,395.90","1,299.30","1,302.00","1,295.20","0.07K","0.08%"
"2018년 06월 08일","1,394.80","1,295.30","1,299.40","1,294.80","0.65K","0.00%"
"2018년 06월 07일","1,394.80","1,298.40","1,302.80","1,296.20","0.08K","0.06%"
"2018년 06월 06일","1,393.90","1,296.10","1,300.40","1,294.10","0.03K","-0.04%"
"2018년 06월 05일","1,394.50","1,292.10","1,299.80","1,289.90","0.36K","0.36%"
"2018년 06월 04일","1,389.50","1,389.60","1,390.50","1,389.60","0.00K","-0.04%"
"2018년 06월 01일","1,390.10","1,392.40","1,392.40","1,392.40","0.00K","-0.35%"
"2018년 05월 31일","1,395.00","1,301.00","1,306.80","1,296.60","4.08K","-0.12%"
"2018년 05월 30일","1,396.70","1,298.00","1,303.70","1,295.20","50.85K","0.22%"
"2018년 05월 29일","1,393.70","1,298.70","1,298.70","1,298.70","0.08K","7.41%"
"2018년 05월 28일","1,297.60","1,298.40","1,299.70","1,294.70","-","-0.05%"
"2018년 05월 27일","1,298.30","1,299.80","1,299.90","1,296.10","-","-7.48%"
"2018년 05월 25일","1,403.20","1,303.30","1,303.30","1,303.30","0.00K","-0.07%"
"2018년 05월 24일","1,404.20","1,303.70","1,303.70","1,303.70","0.02K","1.08%"
"2018년 05월 23일","1,389.20","1,289.30","1,289.30","1,289.30","0.01K","-0.21%"
"2018년 05월 22일","1,392.10","1,291.70","1,291.70","1,291.70","0.05K","0.07%"
"2018년 05월 21일","1,391.10","1,287.40","1,292.10","1,287.40","0.05K","-0.01%"
"2018년 05월 18일","1,391.30","1,285.20","1,289.60","1,285.20","0.00K","0.09%"
"2018년 05월 17일","1,390.00","1,291.30","1,291.30","1,290.70","0.00K","-0.15%"
"2018년 05월 16일","1,392.10","1,290.90","1,294.00","1,285.40","0.03K","0.17%"
"2018년 05월 15일","1,389.80","1,405.30","1,405.30","1,405.30","0.00K","-1.98%"
"2018년 05월 14일","1,417.90","1,319.90","1,319.90","1,317.90","0.00K","-0.18%"
"2018년 05월 11일","1,420.40","1,319.00","1,319.00","1,319.00","0.00K","-0.12%"
"2018년 05월 10일","1,422.10","1,312.20","1,318.00","1,312.20","0.01K","0.64%"
"2018년 05월 09일","1,413.00","1,413.50","1,413.50","1,413.30","0.03K","-0.06%"
"2018년 05월 08일","1,413.80","1,310.10","1,310.20","1,308.50","0.34K","-0.03%"
"2018년 05월 07일","1,414.20","1,310.60","1,312.50","1,310.20","0.00K","-0.04%"
"2018년 05월 04일","1,414.70","1,312.70","1,312.70","1,312.70","0.04K","0.16%"
"2018년 05월 03일","1,412.40","1,310.70","1,310.70","1,310.70","0.00K","0.51%"
"2018년 05월 02일","1,405.30","1,309.00","1,309.30","1,303.70","0.02K","-0.08%"
"2018년 05월 01일","1,406.40","1,313.20","1,313.80","1,303.40","0.03K","-0.89%"
"2018년 04월 30일","1,419.10","1,309.60","1,313.30","1,309.60","0.05K","-0.32%"
"2018년 04월 27일","1,423.60","1,315.30","1,321.70","1,312.80","0.62K","0.39%"
"2018년 04월 26일","1,418.00","1,315.70","1,315.80","1,315.70","0.01K","-0.34%"
"2018년 04월 25일","1,422.90","1,324.00","1,325.00","1,320.00","0.28K","-0.71%"
"2018년 04월 24일","1,433.10","1,326.40","1,331.70","1,326.20","0.03K","0.64%"
"2018년 04월 23일","1,424.00","1,334.00","1,334.40","1,323.50","0.01K","-0.99%"
"2018년 04월 20일","1,438.20","1,442.00","1,442.00","1,442.00","0.00K","-0.73%"
"2018년 04월 19일","1,448.80","1,453.00","1,453.00","1,453.00","0.00K","-0.32%"
"2018년 04월 18일","1,453.50","1,460.10","1,460.10","1,460.10","0.00K","0.29%"
"2018년 04월 17일","1,449.30","1,348.00","1,348.10","1,339.00","0.41K","-0.09%"
"2018년 04월 16일","1,450.60","1,341.00","1,348.80","1,341.00","0.06K","0.19%"
"2018년 04월 13일","1,447.90","1,335.90","1,346.00","1,335.90","0.07K","0.45%"
"2018년 04월 12일","1,441.40","1,351.20","1,351.50","1,334.60","0.03K","-1.27%"
"2018년 04월 11일","1,460.00","1,442.00","1,442.00","1,442.00","0.00K","1.00%"
"2018년 04월 10일","1,445.50","1,335.20","1,341.00","1,333.00","0.11K","0.41%"
"2018년 04월 09일","1,439.60","1,333.00","1,337.50","1,327.00","0.29K","0.26%"
"2018년 04월 06일","1,435.90","1,326.50","1,333.00","1,319.00","0.35K","0.55%"
"2018년 04월 05일","1,428.10","1,333.50","1,333.70","1,322.60","0.26K","-0.81%"
"2018년 04월 04일","1,439.70","1,331.80","1,347.30","1,331.60","0.72K","0.22%"
"2018년 04월 03일","1,436.50","1,340.40","1,341.50","1,328.50","0.70K","-0.64%"
"2018년 04월 02일","1,445.80","1,327.00","1,344.20","1,324.70","0.65K","1.39%"
"2018년 03월 29일","1,426.00","1,324.00","1,327.10","1,321.70","5.59K","-0.20%"
"2018년 03월 28일","1,428.90","1,345.00","1,346.40","1,322.40","59.28K","-1.31%"
"2018년 03월 27일","1,447.80","1,341.00","1,341.00","1,341.00","0.01K","-0.90%"
"2018년 03월 26일","1,461.00","1,348.50","1,352.20","1,345.10","0.01K","0.41%"
"2018년 03월 23일","1,455.00","1,343.20","1,348.70","1,343.20","0.01K","1.59%"
"2018년 03월 22일","1,432.20","1,326.60","1,326.60","1,326.60","0.00K","0.39%"
"2018년 03월 21일","1,426.60","1,312.40","1,328.80","1,312.40","0.01K","0.73%"
"2018년 03월 20일","1,416.20","1,311.10","1,311.10","1,311.10","0.00K","-0.39%"
"2018년 03월 19일","1,421.70","1,309.40","1,316.90","1,307.30","0.01K","0.38%"
"2018년 03월 16일","1,416.30","1,310.10","1,310.10","1,310.10","0.03K","-0.38%"
"2018년 03월 15일","1,421.70","1,316.80","1,316.80","1,316.80","0.10K","-0.56%"
"2018년 03월 14일","1,429.70","1,322.20","1,324.10","1,322.20","0.03K","-0.12%"
"2018년 03월 13일","1,431.40","1,433.40","1,433.40","1,433.40","0.00K","0.46%"
"2018년 03월 12일","1,424.80","1,319.40","1,319.40","1,319.40","0.00K","-0.22%"
"2018년 03월 09일","1,428.00","1,316.80","1,322.20","1,313.00","0.09K","0.30%"
"2018년 03월 08일","1,423.70","1,324.80","1,326.80","1,319.30","0.06K","-0.29%"
"2018년 03월 07일","1,427.90","1,338.10","1,338.10","1,330.00","0.03K","-0.56%"
"2018년 03월 06일","1,435.90","1,321.60","1,333.40","1,321.40","0.02K","1.08%"
"2018년 03월 05일","1,420.50","1,323.50","1,325.90","1,318.10","0.02K","-0.26%"
"2018년 03월 02일","1,424.20","1,314.30","1,323.20","1,314.30","0.16K","1.29%"
"2018년 03월 01일","1,406.00","1,310.40","1,318.10","1,301.80","0.04K","-0.93%"
"2018년 02월 28일","1,419.20","1,315.40","1,321.00","1,315.40","0.06K","-0.03%"
"2018년 02월 27일","1,419.60","1,331.70","1,332.60","1,312.70","0.05K","-0.94%"
"2018년 02월 26일","1,433.10","1,335.00","1,340.50","1,334.70","0.04K","0.29%"
"2018년 02월 23일","1,429.00","1,328.00","1,332.10","1,327.70","0.43K","-0.17%"
"2018년 02월 22일","1,431.40","1,322.00","1,331.40","1,322.00","0.07K","0.06%"
"2018년 02월 21일","1,430.60","1,326.80","1,331.50","1,324.40","0.12K","0.15%"
"2018년 02월 20일","1,428.40","1,348.40","1,350.20","1,328.50","0.28K","5.98%"
"2018년 02월 19일","1,347.80","1,350.40","1,353.90","1,347.40","-","-0.20%"
"2018년 02월 18일","1,350.50","1,349.70","1,352.40","1,349.70","-","-7.04%"
"2018년 02월 16일","1,452.80","1,354.00","1,361.40","1,344.90","0.11K","0.09%"
"2018년 02월 15일","1,451.50","1,352.00","1,355.90","1,349.70","0.11K","-0.10%"
"2018년 02월 14일","1,452.90","1,332.80","1,355.50","1,324.00","0.40K","1.97%"
"2018년 02월 13일","1,424.80","1,324.50","1,329.60","1,323.40","0.07K","0.27%"
"2018년 02월 12일","1,420.90","1,323.80","1,325.50","1,318.00","0.14K","0.77%"
"2018년 02월 09일","1,410.10","1,320.90","1,322.00","1,311.90","0.00K","-0.33%"
"2018년 02월 08일","1,414.80","1,317.10","1,321.10","1,307.00","0.46K","0.29%"
"2018년 02월 07일","1,410.70","1,325.40","1,331.10","1,310.50","0.49K","-1.03%"
"2018년 02월 06일","1,425.40","1,338.20","1,343.70","1,319.50","0.53K","-0.52%"
"2018년 02월 05일","1,432.90","1,331.10","1,340.20","1,329.00","0.64K","-0.12%"
"2018년 02월 02일","1,434.60","1,348.50","1,352.10","1,327.70","2.84K","-0.73%"
"2018년 02월 01일","1,445.10","1,343.80","1,350.60","1,336.80","1.68K","0.40%"
"2018년 01월 31일","1,439.40","1,337.50","1,346.90","1,331.80","4.88K","0.22%"
"2018년 01월 30일","1,436.20","1,338.70","1,347.80","1,332.80","52.10K","-0.35%"
"2018년 01월 29일","1,441.30","1,339.80","1,339.80","1,339.80","0.00K","-0.85%"
"2018년 01월 26일","1,453.70","1,351.60","1,352.00","1,350.90","0.05K","-0.64%"
"2018년 01월 25일","1,463.10","1,356.30","1,356.40","1,346.70","0.00K","0.47%"
"2018년 01월 24일","1,456.30","1,357.20","1,357.20","1,357.20","0.02K","1.54%"
"2018년 01월 23일","1,434.20","1,335.80","1,335.90","1,335.80","0.05K","0.32%"
"2018년 01월 22일","1,429.60","1,328.40","1,328.40","1,328.40","0.16K","0.26%"
"2018년 01월 19일","1,425.90","1,330.10","1,333.00","1,330.10","0.05K","0.49%"
"2018년 01월 18일","1,419.00","1,328.90","1,328.90","1,326.60","0.21K","-0.84%"
"2018년 01월 17일","1,431.00","1,334.40","1,334.40","1,326.80","0.03K","0.20%"
"2018년 01월 16일","1,428.10","1,331.10","1,332.50","1,331.00","0.01K","6.43%"
"2018년 01월 15일","1,341.80","1,337.30","1,344.90","1,337.00","-","0.33%"
"2018년 01월 14일","1,337.40","1,337.70","1,338.60","1,336.40","-","-6.19%"
"2018년 01월 12일","1,425.70","1,327.80","1,338.20","1,327.80","0.01K","1.01%"
"2018년 01월 11일","1,411.40","1,317.10","1,317.10","1,316.30","0.01K","0.22%"
"2018년 01월 10일","1,408.30","1,320.30","1,320.70","1,315.30","0.00K","0.50%"
"2018년 01월 09일","1,401.30","1,398.00","1,398.00","1,398.00","0.00K","-0.43%"
"2018년 01월 08일","1,407.40","1,319.90","1,319.90","1,314.60","0.04K","-0.06%"
"2018년 01월 05일","1,408.30","1,320.30","1,320.30","1,320.30","0.00K","0.07%"
"2018년 01월 04일","1,407.30","1,322.00","1,322.00","1,321.90","0.00K","0.24%"
"2018년 01월 03일","1,404.00","1,399.00","1,399.00","1,399.00","0.00K","0.28%"
"2018년 01월 02일","1,400.10","1,392.80","1,392.80","1,392.80","0.00K","6.98%"
"2018년 01월 01일","1,308.70","1,305.80","1,309.70","1,304.60","-","-5.98%"
